stableId,id,sourceType,questionScope,sectionIds,entryId,level,displayLevel,prompt,correctAnswer,distractorB,distractorBFeedback,distractorC,distractorCFeedback,distractorD,distractorDFeedback,visibleCorrectExplanation,visibleConnection,visibleTakeaway,qualityProfile,sourceUrl
L300_call-of-duty-free__219,question.call-of-duty-free.300.010,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,A summary says the 1854 Treaty of Kanagawa “opened Shimoda and Hakodate to foreign trade.” Which correction is most precise?,It first allowed American ships access for supplies and assistance; later treaties widened commercial rights,It immediately created unrestricted general trade with every foreign country,This overstates both the scope and the beneficiaries of the first agreement; access for supplies is not identical to unrestricted trade.,It kept both ports completely closed to American vessels,"The agreement did create access, so “completely closed” misses the historical change that did occur.",It converted the ports into modern free-trade zones with container customs rules,"A nineteenth-century treaty port is not automatically a modern customs free zone, and containerization belongs to a much later system.","“Opened” can conceal different legal rights. The 1854 agreement established access for ships and consular presence, while broader commercial opening followed later.","This uses one named hub to practise the section’s larger rule: identify the exact service, legal right, or transfer function behind a broad label.","When a source says a route or port “opened,” ask: open to whom, for what, and under which rules?",wsc-evidence-v1,https://history.state.gov/milestones/1830-1860/opening-to-japan
L300_call-of-duty-free_1_290,question.call-of-duty-free.300.001,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,"A protected courtyard houses merchants, pack animals, and goods overnight; a city hotel sells private rooms and guest service. Which comparison is strongest?","Both support temporary arrival, but the caravanserai serves a caravan network while the hotel specializes in accommodation for guests",They are the same institution because both contain beds,"One shared feature does not erase different network roles, users, physical needs, and economic functions.",The caravanserai is an entrepôt whenever a merchant sleeps there,"Merchants may trade at a caravanserai, but an entrepôt specifically organizes import, storage, and onward trade; sleeping there is not enough evidence.","The hotel belongs to transport infrastructure, while the caravanserai does not","Both belong to movement infrastructure. The caravanserai makes its route function especially visible because it supports caravans, animals, and cargo.","The shared idea is infrastructure between destinations. Their different users, goods, animals, architecture, and services show why function matters more than the broad label “lodging.”","This connects the first and sixth branches: a single stop can support hospitality and trade, but the curriculum’s terms remain precise.","Compare middle places by the work they perform, not by one object they happen to contain.",wsc-evidence-v1,https://whc.unesco.org/en/list/1668/
L300_call-of-duty-free_2_291,question.call-of-duty-free.300.002,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,What is the most important change from the Grand Tour to mass tourism?,Travel for leisure moved from a long elite rite toward a standardized product accessible to a much larger middle class,"Tourists stopped using culture, education, or status to explain their journeys","Modern travel can still seek education, identity, and status; the change lies in who can participate and how trips are organized.",Transport ceased to matter once hotels became available,"Railways, liners, cars, and jets are central to the transition because they change journey time, capacity, and cost.","Every traveller gained equal time, income, passport access, and treatment","Mass access widened participation without removing unequal money, documents, free time, borders, or service.","Leisure and status did not disappear. The major shift was scale and access, produced by transport, paid leave, household income, and organized travel.",The Grand Tour supplies the elite baseline; the mass-tourism branch supplies the mechanisms that changed participation.,Democratization changes scale without automatically creating equality.,wsc-evidence-v1,https://www.bbc.co.uk/bitesize/guides/zkgxsbk/revision/3
L300_call-of-duty-free_3_292,question.call-of-duty-free.300.003,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,A coastal town gains a low-cost rail link just as paid holidays and package tours become common. Visitor numbers rise sharply in the same summer weeks. Which explanation best uses the curriculum?,"Transport, free time, and standardized travel combined to scale demand and concentrate it in one place and season",The rail link alone explains the change because income and leave never affect tourism,"Access matters, but households also need time, money, and a purchasable trip; the curriculum presents a combined causal chain.",The presence of hotels caused employers to create paid holidays,"Hotels can support tourism, but this reverses the social cause: labour rights and income help create demand for holidays.",The town has overtourism simply because its annual visitor total increased,Growth is evidence of mass tourism. Overtourism requires additional evidence that local capacity or resident life is being exceeded.,"The case joins several enabling conditions and then adds concentration. Whether it becomes overtourism still depends on pressure relative to housing, services, public space, and ecosystems.","This joins the causes of mass tourism with the separate concept of overtourism, preventing a common cause-versus-impact confusion.",Explain scale with a causal chain; diagnose overtourism with capacity evidence.,wsc-evidence-v1,https://www.bbc.co.uk/bitesize/guides/zkgxsbk/revision/3
L300_call-of-duty-free_4_293,question.call-of-duty-free.300.004,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,An airline advert shows a spacious 1950s first-class meal beside a crowded modern economy cabin. What is the strongest evaluation?,"The contrast may show a real comfort difference, but it samples different classes and cannot establish that air travel as a whole was better",The old image proves all passengers once received first-class space and service,"The selected cabin cannot represent other classes, routes, prices, or passengers without supporting data.",Modern travel is better in every way because more people can afford it,"Wider access is important, but it does not cancel real questions about comfort, service, delays, or dignity.",Neither image can provide any evidence because advertisements are always fictional,"Advertisements are selective, not useless. They can show the image being sold, but broader historical claims need other evidence.","A careful answer keeps the real observation—some premium cabins were spacious—while checking comparability, access, price, safety, reliability, and ordinary conditions.",This applies the section’s “visible versus real” tension to the golden-age claim and the class change produced by mass tourism.,"Preserve what an image really shows, then limit the conclusion to the sample it represents.",wsc-evidence-v1,https://www.theatlantic.com/newsletters/archive/2025/07/has-air-travel-ever-been-good/683584/
L300_call-of-duty-free_5_294,question.call-of-duty-free.300.005,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,"A normally cautious visitor joins a noisy crowd, feels anonymous, and damages a site for a dramatic video. Which explanation best fits the official behaviour link?","Weaker home norms, deindividuation, crowd cues, and social reward can lower restraints without making travel a complete excuse",Crossing a border permanently changes a person’s character,"The evidence concerns situational pressures, not a universal or permanent personality transformation caused by travel.",The behaviour is caused only by uncomfortable seats on the journey,"Stress may contribute, but it cannot by itself explain anonymity, crowd imitation, entitlement, and online performance at the site.",Posting the video makes the damage harmless because it promotes the destination,Visibility does not undo physical or cultural harm. Promotion can even reward repetition of the damaging act.,"The case combines several situational mechanisms. They explain why restraint may fall, while responsibility and the need for rules, design, or sanctions remain.",This links individual psychology with tourism infrastructure and media incentives rather than treating misbehaviour as a mysterious tourist trait.,Situations can lower restraint; explanation should guide prevention without erasing responsibility.,wsc-evidence-v1,https://www.bbc.com/travel/article/20240718-why-do-tourists-behave-badly-on-holiday
question.call-of-duty-free.300.011,question.call-of-duty-free.300.011,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,UN Tourism estimated 1.52 billion international tourist arrivals in 2025. Which conclusion is justified by that statistic?,"International overnight trips reached a very large global total, but the figure is not a count of unique people or proof of overtourism in a particular place",Exactly 1.52 billion different people travelled internationally in 2025,"The metric counts trips, not unique travellers; a person who takes several international trips can appear several times.",The figure counts every domestic day trip and museum visit in the world,"The statistic concerns international overnight tourism, not all domestic travel or every same-day visit.",Every destination exceeded its local carrying capacity in 2025,"A global total cannot diagnose local overtourism without destination-level evidence about concentration, season, and capacity.","An international tourist arrival is a trip involving an overnight stay. One person can generate several arrivals, and a global flow does not reveal how pressure was distributed locally.",The current statistic supplies scale; the mass-tourism curriculum supplies the concepts needed to interpret the metric without overclaiming.,"Before using a large number, identify its unit and the level—global or local—at which it can support a claim.",wsc-evidence-v1,https://pre-webunwto.s3.eu-west-1.amazonaws.com/s3fs-public/2026-01/260120-international-tourist-arrivals-up-4-in-2025-reflecting-strong-travel-demand-around-the-world-en.pdf
question.call-of-duty-free.300.012,question.call-of-duty-free.300.012,section.guideQuestions,Section Journey,call-of-duty-free,,3,300,"Venice reported that in 2025 its access fee applied on 54 days, issued 723,497 paid access permits, and collected €5,421,425. What can these figures show on their own?",The system issued permits and collected revenue; separate comparison data are needed to know whether it reduced crowding or resident pressure,The fee definitely ended overtourism because it produced revenue,"Revenue proves collection, not the causal effect on visitor concentration; crowd data before and after the policy are still needed.",Paid permit counts are a direct measure of resident wellbeing and housing affordability,"Permit records show authorizations issued, not resident wellbeing, housing affordability, or even a verified count of people who entered.",One season proves that the same access fee will work identically in every city,"Cities differ in geography, transport, exemptions, enforcement, visitor mix, and capacity; one case cannot guarantee universal transfer.","The figures are implementation outputs: days of operation, paid permits issued, and revenue. Effectiveness requires outcome comparisons such as actual footfall, visitor timing, congestion, housing pressure, or resident experience.",This turns a current policy into a curriculum question about overtourism and “visible versus real”: operating a policy is not the same as proving its outcome.,"Separate policy outputs from policy effects, then ask what comparison would identify the effect.",wsc-evidence-v1,https://live.comune.venezia.it/it/2025/08/contributo-di-accesso-i-numeri-del-2025
L100_next-year-in-futurism_1_107,question.next-year-in-futurism.100.001,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.001,1,100,Which technology is often used as a classic example of a future that always seems “almost here”?,Flying cars,Fountain pens,That answer changes the point: Flying cars.,Paper maps,That answer changes the point: Flying cars.,Raincoats,That answer changes the point: Flying cars.,Flying cars.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_10_029,question.next-year-in-futurism.100.010,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.010,1,100,What was the Kola Superdeep Borehole?,A Soviet project that drilled extremely deep into Earth’s crust,A tunnel built for high-speed trains,That answer changes the point: A Soviet project that drilled extremely deep into Earth’s crust.,"A deep Earth drilling project, not a space base",That answer changes the point: A Soviet project that drilled extremely deep into Earth’s crust.,"A drilling project in the crust, not an orbiting instrument",That answer changes the point: A Soviet project that drilled extremely deep into Earth’s crust.,A Soviet project that drilled extremely deep into Earth’s crust.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_2_081,question.next-year-in-futurism.100.002,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.002,1,100,What can an old forecast reveal even when it is wrong?,"What people at the time expected, feared, or valued",The exact date every invention will arrive,"That answer changes the point: What people at the time expected, feared, or valued.",The final truth about social progress,"That answer changes the point: What people at the time expected, feared, or valued.",A way to avoid uncertainty completely,"That answer changes the point: What people at the time expected, feared, or valued.","What people at the time expected, feared, or valued.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_3_087,question.next-year-in-futurism.100.003,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.003,1,100,Who is most strongly associated with Wardenclyffe Tower?,Nikola Tesla,Alan Turing,That answer changes the point: Nikola Tesla.,Neil Armstrong,That answer changes the point: Nikola Tesla.,Isaac Newton,That answer changes the point: Nikola Tesla.,Nikola Tesla.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_4_072,question.next-year-in-futurism.100.004,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.004,1,100,Why are phrases like “soon” tricky in predictions?,They can sound precise while hiding uncertainty,They always mean the same length of time,That answer changes the point: They can sound precise while hiding uncertainty.,They are used only in science fiction,That answer changes the point: They can sound precise while hiding uncertainty.,They prove the speaker has evidence,That answer changes the point: They can sound precise while hiding uncertainty.,They can sound precise while hiding uncertainty.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_5_073,question.next-year-in-futurism.100.005,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.005,1,100,What is one basic goal of life-extension research?,To increase healthy years or extend lifespan,To make death disappear immediately,That answer changes the point: To increase healthy years or extend lifespan.,To replace all medicine with robots,That answer changes the point: To increase healthy years or extend lifespan.,To stop people from needing sleep,That answer changes the point: To increase healthy years or extend lifespan.,To increase healthy years or extend lifespan.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_6_085,question.next-year-in-futurism.100.006,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.006,1,100,What can old future predictions teach besides accuracy?,"What people in the past hoped for, feared, or valued",How to know the future perfectly,"That answer changes the point: What people in the past hoped for, feared, or valued.",Why old people lacked imagination,"That answer changes the point: What people in the past hoped for, feared, or valued.",That progress always follows one path,"That answer changes the point: What people in the past hoped for, feared, or valued.","What people in the past hoped for, feared, or valued.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_7_088,question.next-year-in-futurism.100.007,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.007,1,100,What does “quantum supremacy” usually mean in tech news?,A quantum computer beat a classical computer on a specific task,Quantum computers replaced all ordinary laptops,That answer changes the point: A quantum computer beat a classical computer on a specific task.,Quantum science became a law of government,That answer changes the point: A quantum computer beat a classical computer on a specific task.,Encryption stopped working everywhere,That answer changes the point: A quantum computer beat a classical computer on a specific task.,A quantum computer beat a classical computer on a specific task.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_8_078,question.next-year-in-futurism.100.008,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.008,1,100,Why does AI-generated writing matter beyond cheating?,"It affects trust, authorship, and responsibility",It makes spelling the only issue in writing,"That answer changes the point: It affects trust, authorship, and responsibility.",It proves readers no longer need judgment,"That answer changes the point: It affects trust, authorship, and responsibility.",It matters only to English teachers,"That answer changes the point: It affects trust, authorship, and responsibility.","It affects trust, authorship, and responsibility.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L100_next-year-in-futurism_9_037,question.next-year-in-futurism.100.009,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.009,1,100,What makes AGI different from narrow AI?,It would apply knowledge across many contexts,It would only search the internet faster,That answer changes the point: It would apply knowledge across many contexts.,It would be another name for grammar checking,That answer changes the point: It would apply knowledge across many contexts.,It would simply store more documents,That answer changes the point: It would apply knowledge across many contexts.,It would apply knowledge across many contexts.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_1_200,question.next-year-in-futurism.200.001,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.001,2,200,Why can a promising technology remain stuck in the near future?,"It may face cost, safety, engineering, or adoption barriers",It becomes impossible once people predict it,"That answer changes the point: It may face cost, safety, engineering, or adoption barriers.",It is always blocked by schools and museums,"That answer changes the point: It may face cost, safety, engineering, or adoption barriers.",It works only if nobody is interested in it,"That answer changes the point: It may face cost, safety, engineering, or adoption barriers.","It may face cost, safety, engineering, or adoption barriers.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_10_184,question.next-year-in-futurism.200.010,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.010,2,200,Why was the deep-drilling race about more than science?,"Prestige, rivalry, and national competition also shaped it",Science played no role in the project,"That answer changes the point: Prestige, rivalry, and national competition also shaped it.",Only one country cared about geology,"That answer changes the point: Prestige, rivalry, and national competition also shaped it.",The goal was mainly road construction,"That answer changes the point: Prestige, rivalry, and national competition also shaped it.","Prestige, rivalry, and national competition also shaped it.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_2_186,question.next-year-in-futurism.200.002,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.002,2,200,Why is a 2018 prediction about 2028 useful to study now?,"It lets people compare expectation, timing, and reality",It proves all forecasts become true eventually,"That answer changes the point: It lets people compare expectation, timing, and reality.",It shows technology stops changing after ten years,"That answer changes the point: It lets people compare expectation, timing, and reality.",It makes recent history impossible to debate,"That answer changes the point: It lets people compare expectation, timing, and reality.","It lets people compare expectation, timing, and reality.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_3_182,question.next-year-in-futurism.200.003,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.003,2,200,Why can a brilliant prediction still fail as a project?,"It may lack funding, timing, infrastructure, or support",It becomes false if it is described too early,"That answer changes the point: It may lack funding, timing, infrastructure, or support.",It succeeds automatically if the inventor is famous,"That answer changes the point: It may lack funding, timing, infrastructure, or support.",It needs no testing once the idea is clear,"That answer changes the point: It may lack funding, timing, infrastructure, or support.","It may lack funding, timing, infrastructure, or support.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_4_150,question.next-year-in-futurism.200.004,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.004,2,200,What is one fair way to judge an old forecast?,"Check timing, form, adoption, and evidence",Ask only whether it sounded exciting,"That answer changes the point: Check timing, form, adoption, and evidence.",Ignore what happened after publication,"That answer changes the point: Check timing, form, adoption, and evidence.",Assume late predictions were lies,"That answer changes the point: Check timing, form, adoption, and evidence.","Check timing, form, adoption, and evidence.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_5_190,question.next-year-in-futurism.200.005,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.005,2,200,Why is organ replacement not a simple path to immortality?,"The whole body and brain age, not just single organs",Organs cannot be transplanted in modern medicine,"That answer changes the point: The whole body and brain age, not just single organs.",Aging affects only the heart and lungs,"That answer changes the point: The whole body and brain age, not just single organs.",Immortality is mostly a paperwork problem,"That answer changes the point: The whole body and brain age, not just single organs.","The whole body and brain age, not just single organs.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_6_183,question.next-year-in-futurism.200.006,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.006,2,200,Why do retrofuture images sometimes look strange today?,They mix future dreams with the assumptions of their own time,They were designed only to be jokes,That answer changes the point: They mix future dreams with the assumptions of their own time.,They avoided technology completely,That answer changes the point: They mix future dreams with the assumptions of their own time.,They never influenced real design,That answer changes the point: They mix future dreams with the assumptions of their own time.,They mix future dreams with the assumptions of their own time.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_7_130,question.next-year-in-futurism.200.007,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.007,2,200,Why are some people worried about Q-Day?,Quantum computers might someday break current encryption,Quantum computers could erase gravity,That answer changes the point: Quantum computers might someday break current encryption.,All digital screens would immediately shut down,That answer changes the point: Quantum computers might someday break current encryption.,Mathematics would become illegal,That answer changes the point: Quantum computers might someday break current encryption.,Quantum computers might someday break current encryption.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_8_149,question.next-year-in-futurism.200.008,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.008,2,200,Why may AI writing become harder to identify?,Models can imitate common human writing patterns well,Computers now use real handwriting in notebooks,That answer changes the point: Models can imitate common human writing patterns well.,Humans are no longer allowed to write clearly,That answer changes the point: Models can imitate common human writing patterns well.,All AI text must announce itself publicly,That answer changes the point: Models can imitate common human writing patterns well.,Models can imitate common human writing patterns well.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L200_next-year-in-futurism_9_110,question.next-year-in-futurism.200.009,entry.quizQuestions,Raw Content,next-year-in-futurism,raw.next-year-in-futurism.009,2,200,Why do people debate AGI intensely?,"It could affect work, power, knowledge, and decisions broadly",It already controls every government system,"That answer changes the point: It could affect work, power, knowledge, and decisions broadly.",It is mainly a visual design trend,"That answer changes the point: It could affect work, power, knowledge, and decisions broadly.",It would matter only inside schools,"That answer changes the point: It could affect work, power, knowledge, and decisions broadly.","It could affect work, power, knowledge, and decisions broadly.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism__250,question.next-year-in-futurism.300.011,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Start with this detail: Futures thinking is partly analytical and partly imaginative. Which idea gives the best comparison?,Hype cycles,False imminence,That answer changes the point: Hype cycles.,Retrofuturism,That answer changes the point: Hype cycles.,AI as future symbol,That answer changes the point: Hype cycles.,Correct: Hype cycles.,"The question starts from a concrete detail in What futurism does: Futures thinking is partly analytical and partly imaginative. It is really asking which answer handles a similar pressure. Hype cycles is the best connection because it converts early promise into waves of inflated expectation, disappointment, and sometimes useful adoption. Both ideas ask alpacas to notice that Futurism gives uncertainty a plot. That plot can motivate, distract, sell, or console.",,,WSC_2026_updated_level_100_200_300_questions.csv
L300_next-year-in-futurism__251,question.next-year-in-futurism.300.012,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Which idea gives the clearest comparison to False imminence?,Retrofuturism,AI as future symbol,That answer changes the point: Retrofuturism.,Prediction bias,That answer changes the point: Retrofuturism.,What futurism does,That answer changes the point: Retrofuturism.,Correct: Retrofuturism.,"The question starts from a concrete detail in False imminence: 'Next year' language sells hope. It is really asking which answer handles a similar pressure. Retrofuturism is the best connection because it shows old futures aging into cultural evidence, revealing what past societies wanted or feared about progress. Both ideas ask alpacas to notice that “Soon” is powerful because it avoids both proof and surrender.",,,WSC_2026_updated_level_100_200_300_questions.csv
L300_next-year-in-futurism__252,question.next-year-in-futurism.300.013,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Which idea turns the same pressure behind AI as future symbol into a different form?,Prediction bias,What futurism does,That answer changes the point: Prediction bias.,Hype cycles,That answer changes the point: Prediction bias.,False imminence,That answer changes the point: Prediction bias.,Correct: Prediction bias.,"The question starts from a concrete detail in AI as future symbol: AI is framed as inevitable, threatening, or liberating depending on the speaker. It is really asking which answer handles a similar pressure. Prediction bias is the best connection because it lets desire, fear, and available examples distort what people imagine as likely. Both ideas ask alpacas to notice that AI absorbs older hopes about automation and older fears about replacement. It is rarely just about software.",,,WSC_2026_updated_level_100_200_300_questions.csv
L300_next-year-in-futurism__253,question.next-year-in-futurism.300.014,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Which idea gives the clearest comparison for Retrofuturism?,AI as future symbol,Prediction bias,That answer changes the point: AI as future symbol.,What futurism does,That answer changes the point: AI as future symbol.,Hype cycles,That answer changes the point: AI as future symbol.,Correct: AI as future symbol.,"The question starts from a concrete detail in Retrofuturism: Retrofuturism is about past futures. It is really asking which answer handles a similar pressure. AI as future symbol is the best connection because it makes one technology carry a whole civilization’s hopes and anxieties about intelligence, labor, creativity, and control. Both ideas ask alpacas to notice that Old futures are useful because they show the assumptions of the people who imagined them.",,,WSC_2026_updated_level_100_200_300_questions.csv
L300_next-year-in-futurism__254,question.next-year-in-futurism.300.015,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Which idea carries the same logic as Hype cycles?,AI as future symbol,Prediction bias,That answer changes the point: AI as future symbol.,What futurism does,That answer changes the point: AI as future symbol.,False imminence,That answer changes the point: AI as future symbol.,Correct: AI as future symbol.,"The question starts from a concrete detail in Hype cycles: Early publicity can exaggerate readiness. It is really asking which answer handles a similar pressure. AI as future symbol is the best connection because it makes one technology carry a whole civilization’s hopes and anxieties about intelligence, labor, creativity, and control. Both ideas ask alpacas to notice that Hype is not simply false. It is a social rhythm that turns attention into investment before evidence catches up.",,,WSC_2026_updated_level_100_200_300_questions.csv
L300_next-year-in-futurism_1_331,question.next-year-in-futurism.300.002,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Why is “a cure for cancer” a misleadingly simple phrase?,Cancer includes many diseases with different causes and treatments,Cancer research stopped after early drug trials,That answer changes the point: Cancer includes many diseases with different causes and treatments.,Cancer can only be studied with computers,That answer changes the point: Cancer includes many diseases with different causes and treatments.,Cancer is mainly a problem of prediction,That answer changes the point: Cancer includes many diseases with different causes and treatments.,Correct: Cancer includes many diseases with different causes and treatments.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_10_340,question.next-year-in-futurism.300.001,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Why did the Kola project become difficult near its limit?,Extreme heat and physical conditions made drilling harder,The drill reached empty space under the crust,That answer changes the point: Extreme heat and physical conditions made drilling harder.,Scientists ran out of maps for Russia,That answer changes the point: Extreme heat and physical conditions made drilling harder.,The project switched to building submarines,That answer changes the point: Extreme heat and physical conditions made drilling harder.,Correct: Extreme heat and physical conditions made drilling harder.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_2_332,question.next-year-in-futurism.300.003,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,What makes a prediction “directionally right but too fast”?,It identifies a real trend but expects adoption too soon,It names the wrong inventor but the right country,That answer changes the point: It identifies a real trend but expects adoption too soon.,It uses numbers instead of stories,That answer changes the point: It identifies a real trend but expects adoption too soon.,It avoids making any specific claims,That answer changes the point: It identifies a real trend but expects adoption too soon.,Correct: It identifies a real trend but expects adoption too soon.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_3_333,question.next-year-in-futurism.300.004,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Why is Wardenclyffe useful for studying futurism?,It shows the gap between visionary direction and practical delivery,It proves wireless communication was impossible,That answer changes the point: It shows the gap between visionary direction and practical delivery.,It shows predictions matter only when funded,That answer changes the point: It shows the gap between visionary direction and practical delivery.,It explains why towers always fail,That answer changes the point: It shows the gap between visionary direction and practical delivery.,Correct: It shows the gap between visionary direction and practical delivery.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_4_334,question.next-year-in-futurism.300.005,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,What is the difference between invention and adoption?,An invention may exist before many people can use it,Adoption always happens before invention,That answer changes the point: An invention may exist before many people can use it.,"An invention is social, while adoption is physical",That answer changes the point: An invention may exist before many people can use it.,There is no meaningful difference,That answer changes the point: An invention may exist before many people can use it.,Correct: An invention may exist before many people can use it.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_5_335,question.next-year-in-futurism.300.006,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Why does life extension raise fairness questions?,Powerful treatments may be expensive or limited in access,Longer life would affect only private hobbies,That answer changes the point: Powerful treatments may be expensive or limited in access.,All countries would receive the same treatment equally,That answer changes the point: Powerful treatments may be expensive or limited in access.,Fairness matters only after technology is perfect,That answer changes the point: Powerful treatments may be expensive or limited in access.,Correct: Powerful treatments may be expensive or limited in access.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_6_336,question.next-year-in-futurism.300.007,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,What is retrofuturism mainly about?,Past ideas of what the future would look like,Future people studying ancient ruins,That answer changes the point: Past ideas of what the future would look like.,Modern inventions that reject history,That answer changes the point: Past ideas of what the future would look like.,A style used only in science textbooks,That answer changes the point: Past ideas of what the future would look like.,Correct: Past ideas of what the future would look like.,,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
L300_next-year-in-futurism_7_337,question.next-year-in-futurism.300.008,section.guideQuestions,Section Journey,next-year-in-futurism,,3,300,Why is quantum computing not simply “the next laptop”?,"It is suited to special problems, not all everyday tasks",It is only a nickname for faster Wi-Fi,"That answer changes the point: It is suited to special problems, not all everyday tasks.",It works best without electricity,"That answer changes the point: It is suited to special problems, not all everyday tasks.",It cannot be studied scientifically,"That answer changes the point: It is suited to special problems, not all everyday tasks.","Correct: It is suited to special problems, not all everyday tasks.",,,,https://wsc-2026-study-routes.vercel.app/raw-content-bank.js?v=20260504f
